name,sids,county,state,elev,climdiv,uid,longitude,latitude,date,avgt
SEVENMILE MARSH,{'GHCN': 'USS0022G33S'},41035,OR,5700.0,OR07,67760,-122.14,42.7,2017-01-28,31.0
SEVENMILE MARSH,{'GHCN': 'USS0022G33S'},41035,OR,5700.0,OR07,67760,-122.14,42.7,2017-01-29,33.5
SEVENMILE MARSH,{'GHCN': 'USS0022G33S'},41035,OR,5700.0,OR07,67760,-122.14,42.7,2017-01-30,37.5
SEVENMILE MARSH,{'GHCN': 'USS0022G33S'},41035,OR,5700.0,OR07,67760,-122.14,42.7,2017-01-31,38.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-01,19.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-02,19.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-03,19.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-04,12.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-05,8.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-06,13.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-07,25.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-08,34.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-09,26.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-10,29.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-11,23.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-12,24.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-13,22.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-14,26.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-15,28.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-16,32.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-17,31.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-18,29.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-19,29.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-20,28.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-21,28.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-22,27.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-23,21.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-24,19.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-25,25.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-26,28.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-27,25.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-28,30.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-29,33.0
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-30,35.5
ANNIE SPRINGS,{'GHCN': 'USS0022G06S'},41035,OR,6010.0,OR05,77584,-122.17,42.87,2017-01-31,36.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-01,25.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-02,13.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-03,13.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-04,15.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-05,9.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-06,11.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-07,16.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-08,25.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-09,26.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-10,22.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-11,25.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-12,18.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-13,16.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-14,18.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-15,21.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-16,25.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-17,31.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-18,32.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-19,25.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-20,26.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-21,25.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-22,25.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-23,19.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-24,19.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-25,18.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-26,22.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-27,22.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-28,24.5
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-29,27.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-30,33.0
CRATER LAKE NPS HQ,"{'COOP': '351946', 'GHCN': 'USC00351946', 'NWSLI': 'CRLO3'}",41035,OR,6485.0,OR05,15004,-122.13387,42.89765,2017-01-31,34.0

